Supermarket,Category,Product Title,Product Price,$ per kg/L,$ per piece,Base Price,Per unit,Product URL,Product Sale
Woolworths,Pantry,Uncle Tobys Big Bowl Quick Oats Protein Berry Porridge 368g x 8 pack,7.00,19.00,,1.90,100G,https://www.woolworths.com.au/shop/productdetails/576157/uncle-tobys-big-bowl-quick-oats-protein-berry-porridge,
Woolworths,Pantry,Woolworths Free From Gluten Self Raising Flour 750g,3.60,4.80,,4.80,1KG,https://www.woolworths.com.au/shop/productdetails/770058/woolworths-free-from-gluten-self-raising-flour,
Woolworths,Pantry,Woolworths Two Fruits In Tropical Jelly 4 pack,2.10,4.38,,4.38,1KG,https://www.woolworths.com.au/shop/productdetails/245396/woolworths-two-fruits-in-tropical-jelly,
Woolworths,Pantry,Always Fresh Cucumbers Bread & Butter 700g,4.60,6.57,,6.57,1KG,https://www.woolworths.com.au/shop/productdetails/298956/always-fresh-cucumbers-bread-butter,
Woolworths,Pantry,Fantastic Oriental Noodle Cup 70g,1.75,25.00,,2.50,100G,https://www.woolworths.com.au/shop/productdetails/48736/fantastic-oriental-noodle-cup,
Woolworths,Pantry,Fibre One Chocolate Fudge Brownie Bars 10 pack,9.00,37.50,,3.75,100G,https://www.woolworths.com.au/shop/productdetails/365068/fibre-one-chocolate-fudge-brownie-bars,
Woolworths,Pantry,Mamee Chef Tom Yam Cup 72g,2.50,34.70,,3.47,100G,https://www.woolworths.com.au/shop/productdetails/841672/mamee-chef-tom-yam-cup,
Woolworths,Pantry,South Australian Gourmet Food Company Tuscan Style Tomato & Basil Soup Pouch 430g,2.80,6.50,,0.65,100G,https://www.woolworths.com.au/shop/productdetails/83997/south-australian-gourmet-food-company-tuscan-style-tomato-basil-soup-pouch,
Woolworths,Pantry,Aeroplane Jelly Lite Crystals Lime 9g x 2 pack,2.80,155.60,,15.56,100G,https://www.woolworths.com.au/shop/productdetails/5669/aeroplane-jelly-lite-crystals-lime,
Woolworths,Pantry,Old El Paso Fajita Tortilla Wraps 6 pack,4.50,18.80,,1.88,100G,https://www.woolworths.com.au/shop/productdetails/85730/old-el-paso-fajita-tortilla-wraps,
Woolworths,Pantry,Twinings Earl Grey Tea Bags 10 pack,2.70,,0.27,0.27,1EA,https://www.woolworths.com.au/shop/productdetails/41944/twinings-earl-grey-tea-bags-tea-bags,
Woolworths,Pantry,Uncle Tobys Cereal Plus Protein 410g,7.00,17.10,,1.71,100G,https://www.woolworths.com.au/shop/productdetails/701901/uncle-tobys-cereal-plus-protein,
Woolworths,Pantry,Jensens Organic Crushed Ginger 210g,4.30,20.00,,0.20,10G,https://www.woolworths.com.au/shop/productdetails/17125/jensens-organic-crushed-ginger,
Woolworths,Pantry,John West Tuna Chunks In Springwater 185g,3.50,18.92,,18.92,1KG,https://www.woolworths.com.au/shop/productdetails/772228/john-west-tuna-chunks-in-springwater-in-springwater,
Woolworths,Pantry,Uncle Tobys Strawberries & Creme Protein Muesli Bars 5 pack,6.70,38.30,,3.83,100G,https://www.woolworths.com.au/shop/productdetails/956079/uncle-tobys-strawberries-creme-protein-muesli-bars,
Woolworths,Pantry,Woolworths Nespresso Compatible Coffee Capsules Strong 10 pack,4.50,,0.45,0.45,1EA,https://www.woolworths.com.au/shop/productdetails/434918/woolworths-nespresso-compatible-coffee-capsules-strong,
Woolworths,Pantry,Ben's Original Brown Mexican Style Microwave Rice Pouch 250g,2.50,10.00,,1.00,100G,https://www.woolworths.com.au/shop/productdetails/727257/ben-s-original-brown-mexican-style-microwave-rice-pouch,
Woolworths,Pantry,So Good Chocolate Almond Long Life Milk UHT 1L,2.50,2.50,,2.50,1L,https://www.woolworths.com.au/shop/productdetails/276856/so-good-chocolate-almond-long-life-milk-uht,*ON SALE* Save $1.00
Woolworths,Pantry,Woolworths Cooking Chocolate White 200g,5.00,25.00,,2.50,100G,https://www.woolworths.com.au/shop/productdetails/256893/woolworths-cooking-chocolate-white,
Woolworths,Pantry,Bega Cream Cheese Spread 250g,4.10,16.40,,16.40,1KG,https://www.woolworths.com.au/shop/productdetails/781650/bega-cream-cheese-spread-spread,
Woolworths,Pantry,Cobram Estate Extra Virgin Light Olive Oil 750mL,25.00,33.30,,3.33,100ML,https://www.woolworths.com.au/shop/productdetails/345955/cobram-estate-extra-virgin-light-olive-oil,
Woolworths,Pantry,Hoyt's Curry Powder Mild 50g,2.30,46.00,,0.46,10G,https://www.woolworths.com.au/shop/productdetails/716890/hoyt-s-curry-powder-mild,
Woolworths,Pantry,Nescafe Blend 43 Smooth & Creamy Instant Coffee Jar 140g,14.50,103.60,,10.36,100G,https://www.woolworths.com.au/shop/productdetails/800325/nescafe-blend-43-smooth-creamy-instant-coffee-jar,
Woolworths,Pantry,Nestle Bakers' Choice Milk Choc Bits 200g,7.00,35.00,,3.50,100G,https://www.woolworths.com.au/shop/productdetails/490082/nestle-bakers-choice-milk-choc-bits,
Woolworths,Pantry,Nestle Bakers' Choice White Choc Bits 200g,7.00,35.00,,3.50,100G,https://www.woolworths.com.au/shop/productdetails/490083/nestle-bakers-choice-white-choc-bits,
Woolworths,Pantry,Valcom Paste Thai Red Curry 210g,3.40,16.20,,1.62,100G,https://www.woolworths.com.au/shop/productdetails/82126/valcom-paste-thai-red-curry,*ON SALE* Save $0.90
Woolworths,Pantry,Chicken Tonight Simmer Sauce Creamy Mushroom 475g,4.00,8.40,,0.84,100G,https://www.woolworths.com.au/shop/productdetails/23712/chicken-tonight-simmer-sauce-creamy-mushroom,
Woolworths,Pantry,Continental Recipe Base Creamy Tuna Mornay 30g,1.80,60.00,,6.00,100G,https://www.woolworths.com.au/shop/productdetails/113305/continental-recipe-base-creamy-tuna-mornay,
Woolworths,Pantry,Living Planet Goats Long Life Milk UHT 1L,5.50,5.50,,5.50,1L,https://www.woolworths.com.au/shop/productdetails/721421/living-planet-goats-long-life-milk-uht,
Woolworths,Pantry,Moro Vinegar Red Wine 500mL,5.00,10.00,,1.00,100ML,https://www.woolworths.com.au/shop/productdetails/195091/moro-vinegar-red-wine,
Woolworths,Pantry,Valcom Paste Thai Green Curry 210g,3.40,16.20,,1.62,100G,https://www.woolworths.com.au/shop/productdetails/82125/valcom-paste-thai-green-curry,*ON SALE* Save $0.90
Woolworths,Pantry,Gravox Traditional Gravy Mix 425g,5.60,13.00,,0.13,10G,https://www.woolworths.com.au/shop/productdetails/38723/gravox-traditional-gravy-mix-traditional,
Woolworths,Pantry,John West Tuna With Mild Indian Curry 95g,2.00,21.05,,21.05,1KG,https://www.woolworths.com.au/shop/productdetails/135984/john-west-tuna-with-mild-indian-curry-tempters,*ON SALE* Save $0.90
Woolworths,Pantry,Mayver's Low Carb High Protein Bars Choc Mint Biscuit 4 pack,8.30,64.80,,6.48,100G,https://www.woolworths.com.au/shop/productdetails/6005142/mayver-s-low-carb-high-protein-bars-choc-mint-biscuit,
Woolworths,Pantry,Ocean Spray Craisins Reduced Sugar 150g,3.00,20.00,,20.00,1KG,https://www.woolworths.com.au/shop/productdetails/456578/ocean-spray-craisins-reduced-sugar,*ON SALE* Save $1.00
Woolworths,Pantry,Barilla Napoletana Pasta Sauce 400g,4.90,12.30,,1.23,100G,https://www.woolworths.com.au/shop/productdetails/146359/barilla-napoletana-pasta-sauce-napoletana,
Woolworths,Pantry,Tasti Nut Bar Peanut Butter 420g,7.50,17.90,,1.79,100G,https://www.woolworths.com.au/shop/productdetails/116269/tasti-nut-bar-peanut-butter,
Woolworths,Pantry,Cadbury Baking Dark Chocolate Melts 225g,5.25,23.30,,2.33,100G,https://www.woolworths.com.au/shop/productdetails/829009/cadbury-baking-dark-chocolate-melts,*ON SALE* Save $2.25
Woolworths,Pantry,Continental Classics Cup A Soup Mild Chicken Curry 58g,1.40,24.10,,2.41,100G,https://www.woolworths.com.au/shop/productdetails/13674/continental-classics-cup-a-soup-mild-chicken-curry,*ON SALE* Save $1.40
Woolworths,Pantry,Cornwell's Mint Sauce 200mL,2.50,12.50,,1.25,100ML,https://www.woolworths.com.au/shop/productdetails/34434/cornwell-s-mint-sauce-mint,
Woolworths,Pantry,Goulburn Valley Apricot Halves In Juice 700g,5.00,7.14,,7.14,1KG,https://www.woolworths.com.au/shop/productdetails/784136/goulburn-valley-apricot-halves-in-juice,
Woolworths,Pantry,Heinz Beanz Canned Baked Beans In Ham Sauce 555g,2.50,4.50,,0.45,100G,https://www.woolworths.com.au/shop/productdetails/657432/heinz-beanz-canned-baked-beans-in-ham-sauce,*ON SALE* Save $1.30
Woolworths,Pantry,Hoyt's Cloves Whole 15g,2.00,133.00,,1.33,10G,https://www.woolworths.com.au/shop/productdetails/94634/hoyt-s-cloves-whole,
Woolworths,Pantry,McCormick Slow Cooker Mild Chicken Curry Recipe Base 40g,1.80,45.00,,4.50,100G,https://www.woolworths.com.au/shop/productdetails/591717/mccormick-slow-cooker-mild-chicken-curry-recipe-base,
Woolworths,Pantry,Sanitarium So Good Almond Vanilla Long Life Milk UHT 1L,2.50,2.50,,2.50,1L,https://www.woolworths.com.au/shop/productdetails/781141/sanitarium-so-good-almond-vanilla-long-life-milk-uht,*ON SALE* Save $1.00
Woolworths,Pantry,Sharwoods Simmer Sauce Butter Chicken 420g,5.00,11.90,,1.19,100G,https://www.woolworths.com.au/shop/productdetails/222325/sharwoods-simmer-sauce-butter-chicken,
Woolworths,Pantry,Continental Classics Cup A Soup Roast Chicken 75g,1.40,18.70,,1.87,100G,https://www.woolworths.com.au/shop/productdetails/19158/continental-classics-cup-a-soup-roast-chicken,*ON SALE* Save $1.40
Woolworths,Pantry,Moccona Coffee Sachets Strong Cappuccino 30 pack,13.00,,0.43,0.43,1EA,https://www.woolworths.com.au/shop/productdetails/175603/moccona-coffee-sachets-strong-cappuccino,
Woolworths,Pantry,Continental Cup A Soup Classic Hearty Beef 4 pack,3.00,54.50,,5.45,100G,https://www.woolworths.com.au/shop/productdetails/32928/continental-cup-a-soup-classic-hearty-beef,
Woolworths,Pantry,Woolworths Tuna & Crackers Snack Pack Tomato & Spinach 112g,1.90,16.96,,16.96,1KG,https://www.woolworths.com.au/shop/productdetails/87014/woolworths-tuna-crackers-snack-pack-tomato-spinach,
Woolworths,Pantry,CSR White Sugar 2kg,4.00,2.00,,0.20,100G,https://www.woolworths.com.au/shop/productdetails/33157/csr-white-sugar,
Woolworths,Pantry,Gourmet Garden Cold Blend Pastes Ginger Value 115g,5.00,43.00,,0.43,10G,https://www.woolworths.com.au/shop/productdetails/59809/gourmet-garden-cold-blend-pastes,
Woolworths,Pantry,Green's Deluxe Vanilla Cupcake Mix 490g,4.50,9.20,,0.92,100G,https://www.woolworths.com.au/shop/productdetails/255149/green-s-deluxe-vanilla-cupcake-mix,*ON SALE* Save $1.00
Woolworths,Pantry,Mingle Greek Garlic Seasoning 45g,4.95,110.00,,1.10,10G,https://www.woolworths.com.au/shop/productdetails/488287/mingle-greek-garlic-seasoning,
Woolworths,Pantry,Natural Large Black Peppercorns Grinder 130g,7.50,58.00,,0.58,10G,https://www.woolworths.com.au/shop/productdetails/500876/natural-large-black-peppercorns-grinder,
Woolworths,Pantry,Praise Dressings Caesar 330mL,3.60,10.90,,1.09,100ML,https://www.woolworths.com.au/shop/productdetails/274308/praise-dressings-caesar,
Woolworths,Pantry,Sunrice Microwave  Brown Rice & Quinoa Pouch 450g,3.95,8.80,,0.88,100G,https://www.woolworths.com.au/shop/productdetails/137595/sunrice-microwave-brown-rice-quinoa-pouch,
Woolworths,Pantry,Ayam Teriyaki Sauce 210mL,4.00,19.00,,1.90,100ML,https://www.woolworths.com.au/shop/productdetails/11062/ayam-teriyaki-sauce,
Woolworths,Pantry,Edgell Mexican Bean Mix 400g,1.70,4.25,,4.25,1KG,https://www.woolworths.com.au/shop/productdetails/463933/edgell-mexican-bean-mix,*ON SALE* Save $0.50
Woolworths,Pantry,Woolworths Sunflower Oil 750mL,4.80,6.40,,0.64,100ML,https://www.woolworths.com.au/shop/productdetails/62000/woolworths-sunflower-oil,
Woolworths,Pantry,Aeroplane Original Orange Flavoured Jelly 85g,1.50,17.60,,1.76,100G,https://www.woolworths.com.au/shop/productdetails/6081/aeroplane-original-orange-flavoured-jelly,*ON SALE* Save $0.20
Woolworths,Pantry,Bega Simply Nuts Crunchy Natural Peanut Butter 650g,8.40,12.90,,1.29,100G,https://www.woolworths.com.au/shop/productdetails/97579/bega-simply-nuts-crunchy-natural-peanut-butter,
Woolworths,Pantry,Heinz Salad Cream With Natural Flavours & No Preservatives 250g,4.00,16.00,,1.60,100G,https://www.woolworths.com.au/shop/productdetails/35067/heinz-salad-cream-with-natural-flavours-no-preservatives,
Woolworths,Pantry,Uncle Tobys Muesli Bar Crunch 5 Pack 145g,4.00,27.60,,2.76,100G,https://www.woolworths.com.au/shop/productdetails/6004360/uncle-tobys-muesli-bar-crunch-5-pack,*ON SALE* Save $1.50
Woolworths,Pantry,White Wings Self Raising Flour 2kg,4.95,2.48,,2.48,1KG,https://www.woolworths.com.au/shop/productdetails/33079/white-wings-self-raising-flour,
Woolworths,Pantry,Woolworths Creamy Tomato and Mozzarella Pasta Bake Sauce 500mL,3.30,6.60,,0.66,100G,https://www.woolworths.com.au/shop/productdetails/951298/woolworths-creamy-tomato-and-mozzarella-pasta-bake-sauce,
Woolworths,Pantry,Maggi Fusian Instant Noodles Soy & Mild Spice Flavour Cup 64g,2.50,39.10,,3.91,100G,https://www.woolworths.com.au/shop/productdetails/700105/maggi-fusian-instant-noodles-soy-mild-spice-flavour-cup,
Woolworths,Pantry,Woolworths Chicken Sweet Chilli 85g,1.40,16.47,,16.47,1KG,https://www.woolworths.com.au/shop/productdetails/346132/woolworths-chicken-sweet-chilli,
Woolworths,Pantry,Angas Park Pitted Prunes 1kg,14.00,14.00,,14.00,1KG,https://www.woolworths.com.au/shop/productdetails/369717/angas-park-pitted-prunes-pitted,
Woolworths,Pantry,Cobram Estate Extra Virgin Olive Oil Garlic Infused 250mL,9.90,39.60,,3.96,100ML,https://www.woolworths.com.au/shop/productdetails/345959/cobram-estate-extra-virgin-olive-oil-garlic-infused,
Woolworths,Pantry,Massel Ultracubes Beef 105g,4.00,38.00,,0.38,10G,https://www.woolworths.com.au/shop/productdetails/21357/massel-ultracubes-beef,
Woolworths,Pantry,Uncle Tobys Cereal Plus Antioxidant 435g,7.00,16.10,,1.61,100G,https://www.woolworths.com.au/shop/productdetails/717162/uncle-tobys-cereal-plus-antioxidant,
Woolworths,Pantry,Woolworths Tropical Fruit In Juice 4 pack,2.20,4.40,,4.40,1KG,https://www.woolworths.com.au/shop/productdetails/680044/woolworths-tropical-fruit-in-juice,
Woolworths,Pantry,Always Fresh Kalamata Olives Sliced 220g,4.00,18.18,,18.18,1KG,https://www.woolworths.com.au/shop/productdetails/465079/always-fresh-kalamata-olives-sliced,*ON SALE* Save $0.80
Woolworths,Pantry,Angas Park Mediterranean Apricot Soft & Juicy 225g,8.40,37.33,,37.33,1KG,https://www.woolworths.com.au/shop/productdetails/205662/angas-park-mediterranean-apricot-soft-juicy,
Woolworths,Pantry,Ben's Original Tomato & Basil Microwave Rice Pouch 250g,2.50,10.00,,1.00,100G,https://www.woolworths.com.au/shop/productdetails/261734/ben-s-original-tomato-basil-microwave-rice-pouch,
Woolworths,Pantry,Heinz Big Red Tomato Soup For One 300g,2.30,7.70,,0.77,100G,https://www.woolworths.com.au/shop/productdetails/14615/heinz-big-red-tomato-soup-for-one-tomato,
Woolworths,Pantry,Hoyt's Cinnamon Dutch Ground 25g,1.80,72.00,,0.72,10G,https://www.woolworths.com.au/shop/productdetails/94632/hoyt-s-cinnamon-dutch-ground,
Woolworths,Pantry,Maggi Dry Recipe Bases Apricot Chicken 35g,1.85,52.90,,5.29,100G,https://www.woolworths.com.au/shop/productdetails/446456/maggi-dry-recipe-bases-apricot-chicken,
Woolworths,Pantry,McCormick Slow Cooker Garlic & Herb Lamb Shanks Recipe Base 40g,1.80,45.00,,4.50,100G,https://www.woolworths.com.au/shop/productdetails/591694/mccormick-slow-cooker-garlic-herb-lamb-shanks-recipe-base,
Woolworths,Pantry,Mother Earth Oaty Slice Salted Caramel 240g,3.80,15.80,,1.58,100G,https://www.woolworths.com.au/shop/productdetails/827358/mother-earth-oaty-slice-salted-caramel,
Woolworths,Pantry,Nescafe 98% Sugar Free Latte Coffee Sachets 10 pack,4.00,,0.40,0.40,1EA,https://www.woolworths.com.au/shop/productdetails/115138/nescafe-98-sugar-free-latte-coffee-sachets,*ON SALE* Save $4.00
Woolworths,Pantry,Uncle Tobys Roll-Ups Groovy Grape 6 pack,4.00,42.60,,4.26,100G,https://www.woolworths.com.au/shop/productdetails/427562/uncle-tobys-roll-ups-groovy-grape,*ON SALE* Save $1.50
Woolworths,Pantry,Woolworths Basmati Rice 5kg,18.00,3.60,,0.36,100G,https://www.woolworths.com.au/shop/productdetails/598743/woolworths-basmati-rice,
Woolworths,Pantry,Woolworths Nespresso Compatible Coffee Capsules Intense 10 pack,4.50,,0.45,0.45,1EA,https://www.woolworths.com.au/shop/productdetails/434919/woolworths-nespresso-compatible-coffee-capsules-intense,
Woolworths,Pantry,Mayver's Smunchy Protein Plus Peanut Butter 375g,7.30,19.50,,1.95,100G,https://www.woolworths.com.au/shop/productdetails/679375/mayver-s-smunchy-protein-plus-peanut-butter,
Woolworths,Pantry,Nescafe Cappuccino Decaf Coffee Sachets 10 pack,4.00,,0.40,0.40,1EA,https://www.woolworths.com.au/shop/productdetails/22780/nescafe-cappuccino-decaf-coffee-sachets,*ON SALE* Save $4.00
Woolworths,Pantry,Woolworths Spinach & Garlic Tuna Bake Sauce 500g,3.30,6.60,,0.66,100G,https://www.woolworths.com.au/shop/productdetails/953154/woolworths-spinach-garlic-tuna-bake-sauce,
Woolworths,Pantry,Bega Peanut Butter Smooth 200g,3.70,18.50,,1.85,100G,https://www.woolworths.com.au/shop/productdetails/38920/bega-peanut-butter-smooth,
Woolworths,Pantry,Cocolife Avocado Oil Spray 150mL,6.00,40.00,,4.00,100ML,https://www.woolworths.com.au/shop/productdetails/819033/cocolife-avocado-oil-spray,*ON SALE* Save $1.50
Woolworths,Pantry,Hoyt's Mixed Herbs 70g,3.80,54.00,,0.54,10G,https://www.woolworths.com.au/shop/productdetails/33287/hoyt-s-mixed-herbs,
Woolworths,Pantry,Mazzetti Apple Cider Vinegar With Mother 500mL,5.50,11.00,,1.10,100ML,https://www.woolworths.com.au/shop/productdetails/895992/mazzetti-apple-cider-vinegar-with-mother,
Woolworths,Pantry,McClure's Garlic & Dill Whole Pickle 500g,5.80,11.60,,1.16,100G,https://www.woolworths.com.au/shop/productdetails/171536/mcclure-s-garlic-dill-whole-pickle,
Woolworths,Pantry,Nescafe Hazelnut Latte Coffee Sachets 26 pack,12.50,,0.48,0.48,1EA,https://www.woolworths.com.au/shop/productdetails/549619/nescafe-hazelnut-latte-coffee-sachets,
Woolworths,Pantry,Up&Go Protein Energize Liquid Breakfast Banana 250mL x 6 pack,14.00,9.33,,9.33,1L,https://www.woolworths.com.au/shop/productdetails/6055619/up-go-protein-energize-liquid-breakfast-banana,
Woolworths,Pantry,Woolworths Italian Dressing 300mL,1.80,6.00,,0.60,100ML,https://www.woolworths.com.au/shop/productdetails/251526/woolworths-italian-dressing-99-fat-free-italian,
Woolworths,Pantry,Hoyt's Chilli Powder 50g,2.00,40.00,,0.40,10G,https://www.woolworths.com.au/shop/productdetails/94630/hoyt-s-chilli-powder,
Woolworths,Pantry,La Mesita Seasoning Fajita Mild 35g,1.25,35.70,,3.57,100G,https://www.woolworths.com.au/shop/productdetails/6024089/la-mesita-seasoning-fajita-mild,
Woolworths,Pantry,The Holy Sauce Hot Sriracha Chilli Sauce 255mL,3.00,11.80,,1.18,100ML,https://www.woolworths.com.au/shop/productdetails/389064/the-holy-sauce-hot-sriracha-chilli-sauce,
Woolworths,Pantry,Twinings Live Well Sleep Tea Bags 20 pack,8.50,,0.43,0.43,1EA,https://www.woolworths.com.au/shop/productdetails/226912/twinings-live-well-sleep-tea-bags,
Woolworths,Pantry,Ayam Satay Sauce 250mL,4.50,18.00,,1.80,100ML,https://www.woolworths.com.au/shop/productdetails/90316/ayam-satay-sauce,
Woolworths,Pantry,Fropro Fit Sauce Burger Mayo 250g,7.95,31.80,,3.18,100G,https://www.woolworths.com.au/shop/productdetails/6059621/fropro-fit-sauce-burger-mayo,
Woolworths,Pantry,Meiji Hello Panda Chocolate 47g,1.95,41.50,,4.15,100G,https://www.woolworths.com.au/shop/productdetails/329808/meiji-hello-panda-chocolate,
Woolworths,Pantry,Weet-Bix Bites Apricot Breakfast Cereal 500g,6.50,13.00,,1.30,100G,https://www.woolworths.com.au/shop/productdetails/319430/weet-bix-bites-apricot-breakfast-cereal,
Woolworths,Pantry,Woolworths Vanilla Custard Powder 300g,2.10,7.00,,0.70,100G,https://www.woolworths.com.au/shop/productdetails/820977/woolworths-vanilla-custard-powder,
Woolworths,Pantry,Ayam Instant Noodles 10 Cakes 700g,5.30,7.60,,0.76,100G,https://www.woolworths.com.au/shop/productdetails/36885/ayam-instant-noodles-10-cakes,
Woolworths,Pantry,Bickford's Iced Coffee Syrup 500mL,8.00,16.00,,1.60,100ML,https://www.woolworths.com.au/shop/productdetails/82871/bickford-s-iced-coffee-syrup,
Woolworths,Pantry,Carman's Protein Caramelised Biscuit Bars 5 pack,5.70,28.50,,2.85,100G,https://www.woolworths.com.au/shop/productdetails/6054565/carman-s-protein-caramelised-biscuit-bars,*ON SALE* Save $2.80
Woolworths,Pantry,Kan Tong Butter Chicken Cooking Sauce 485g,4.00,8.20,,0.82,100G,https://www.woolworths.com.au/shop/productdetails/758325/kan-tong-butter-chicken-cooking-sauce,
Woolworths,Pantry,Mission Corn Tortilla Triangles Extreme Cheese 230g,4.50,19.60,,1.96,100G,https://www.woolworths.com.au/shop/productdetails/362694/mission-corn-tortilla-triangles-extreme-cheese,
Woolworths,Pantry,Old El Paso 14 Mini Tortillas Flour 350g,6.50,18.60,,1.86,100G,https://www.woolworths.com.au/shop/productdetails/6006115/old-el-paso-14-mini-tortillas-flour,
Woolworths,Pantry,Patak's Tikka Masala Curry Paste 283g,4.50,15.90,,1.59,100G,https://www.woolworths.com.au/shop/productdetails/24275/patak-s-tikka-masala-curry-paste-paste,*ON SALE* Save $3.00
Woolworths,Pantry,Rose's Raspberry Conserve 375g,4.30,11.50,,1.15,100G,https://www.woolworths.com.au/shop/productdetails/299528/rose-s-raspberry-conserve,
Woolworths,Pantry,Three Threes Sweet Mustard Pickles 250g,2.45,9.80,,9.80,1KG,https://www.woolworths.com.au/shop/productdetails/34497/three-threes-sweet-mustard-pickles,
Woolworths,Pantry,Woolworths Shredded Chicken Breast Buffalo Sauce 85g,1.40,16.47,,16.47,1KG,https://www.woolworths.com.au/shop/productdetails/406756/woolworths-shredded-chicken-breast-buffalo-sauce,
Woolworths,Pantry,Ayam Thai Sweet Chilli Sauce Light 285mL,3.00,10.50,,1.05,100ML,https://www.woolworths.com.au/shop/productdetails/367166/ayam-thai-sweet-chilli-sauce-light,
Woolworths,Pantry,La Gina Peeled Tomatoes 400g,1.70,4.25,,4.25,1KG,https://www.woolworths.com.au/shop/productdetails/808422/la-gina-peeled-tomatoes,
Woolworths,Pantry,Macro Organic Desiccated Coconut 250g,6.80,27.20,,27.20,1KG,https://www.woolworths.com.au/shop/productdetails/188997/macro-organic-desiccated-coconut,
Woolworths,Pantry,Ottogi Jin Ramen Mild Instant Noodles 120g,1.80,15.00,,1.50,100G,https://www.woolworths.com.au/shop/productdetails/862808/ottogi-jin-ramen-mild-instant-noodles,
Woolworths,Pantry,SPC Spaghetti Tomato & Cheese Sauce 220g x 4 pack,6.50,7.40,,0.74,100G,https://www.woolworths.com.au/shop/productdetails/49315/spc-spaghetti-tomato-cheese-sauce,
Woolworths,Pantry,Sharwoods Creamy Butter Chicken 420g,5.00,11.90,,1.19,100G,https://www.woolworths.com.au/shop/productdetails/674494/sharwoods-creamy-butter-chicken,
Woolworths,Pantry,Betty Crocker Vanilla Cake Mix 450g,6.00,13.30,,1.33,100G,https://www.woolworths.com.au/shop/productdetails/893933/betty-crocker-vanilla-cake-mix-mix,
Woolworths,Pantry,John West Tuna Sweetcorn & Mayonnaise With Crackers Lunch Kit 108g,3.60,33.33,,33.33,1KG,https://www.woolworths.com.au/shop/productdetails/24053/john-west-tuna-sweetcorn-mayonnaise-with-crackers-lunch-kit,
Woolworths,Pantry,Macro Organic Flour White Spelt 750g,8.25,11.00,,11.00,1KG,https://www.woolworths.com.au/shop/productdetails/335400/macro-organic-flour-white-spelt,
Woolworths,Pantry,McKenzie's Himalayan Pink Rock Salt 410g,7.50,18.00,,0.18,10G,https://www.woolworths.com.au/shop/productdetails/111359/mckenzie-s-himalayan-pink-rock-salt,
Woolworths,Pantry,Mingle Better Sweet Chilli Sauce 250g,5.95,23.80,,2.38,100G,https://www.woolworths.com.au/shop/productdetails/171174/mingle-better-sweet-chilli-sauce,
Woolworths,Pantry,Obento Japanese Panko Breadcrumbs 200g,2.90,14.50,,1.45,100G,https://www.woolworths.com.au/shop/productdetails/702323/obento-japanese-panko-breadcrumbs,
Woolworths,Pantry,Old El Paso Bulk Enchilada Kit Mexican Style 1.04kg,10.80,10.40,,1.04,100G,https://www.woolworths.com.au/shop/productdetails/87865/old-el-paso-bulk-enchilada-kit-mexican-style,
Woolworths,Pantry,Aunt Betty's Creamy Rice Dessert Natural Vanilla 240g,2.70,11.30,,1.13,100G,https://www.woolworths.com.au/shop/productdetails/493529/aunt-betty-s-creamy-rice-dessert-natural-vanilla,*ON SALE* Save $1.10
Woolworths,Pantry,Ben's Original Lightly Flavour Garlic Microwave Rice Pouch 250g,2.50,10.00,,1.00,100G,https://www.woolworths.com.au/shop/productdetails/79980/ben-s-original-lightly-flavour-garlic-microwave-rice-pouch,
Woolworths,Pantry,Carman's Muesli Natural Bircher 875g,9.90,11.30,,1.13,100G,https://www.woolworths.com.au/shop/productdetails/688509/carman-s-muesli-natural-bircher,
Woolworths,Pantry,Carman's Protein Bars Violet Crumble Limited Edition 5 pack,5.70,28.50,,2.85,100G,https://www.woolworths.com.au/shop/productdetails/435704/carman-s-protein-bars-violet-crumble-limited-edition,*ON SALE* Save $2.80
Woolworths,Pantry,Mingle Honey Garlic BBQ Seasoning 30g,3.00,100.00,,1.00,10G,https://www.woolworths.com.au/shop/productdetails/6071248/mingle-honey-garlic-bbq-seasoning,
Woolworths,Pantry,Nescafe Double Shot Latte Coffee Sachets 10 pack,4.00,,0.40,0.40,1EA,https://www.woolworths.com.au/shop/productdetails/242067/nescafe-double-shot-latte-coffee-sachets,*ON SALE* Save $4.00
Woolworths,Pantry,Nice & Natural Fruit Fun Mix Variety Multi 16 pack,8.00,29.40,,2.94,100G,https://www.woolworths.com.au/shop/productdetails/774205/nice-natural-fruit-fun-mix-variety-multi-pack-school-snacks-gluten-free,
Woolworths,Pantry,Oak Chocolate Long Life Milk UHT 1L,4.00,4.00,,4.00,1L,https://www.woolworths.com.au/shop/productdetails/6022311/oak-chocolate-long-life-milk-uht,
Woolworths,Pantry,Woolworths Cooking Chocolate Milk 200g,5.00,25.00,,2.50,100G,https://www.woolworths.com.au/shop/productdetails/246611/woolworths-cooking-chocolate-milk,
Woolworths,Pantry,Woolworths Coriander Leaves 5g,2.00,400.00,,4.00,10G,https://www.woolworths.com.au/shop/productdetails/251004/woolworths-coriander-leaves-leaves,
Woolworths,Pantry,Woolworths Smoked Oysters In Springwater 85g,1.50,17.65,,17.65,1KG,https://www.woolworths.com.au/shop/productdetails/873019/woolworths-smoked-oysters-in-springwater,
Woolworths,Pantry,Kellogg's Sustain Original Breakfast Cereal 460g,6.50,14.10,,1.41,100G,https://www.woolworths.com.au/shop/productdetails/243805/kellogg-s-sustain-original-breakfast-cereal,
